0	5
11	1
12	2
13	1
15	1
17	1
19	1
31	1
33	1
36	3
40	1
42	2
44	2
48	1
51	1
54	2
57	2
63	2
64	1
66	1
68	3
73	1
83	1
90	1
100	0
